,price,offer date,ID,Oferta od,Kategoria,Marka pojazdu,Model pojazdu,Wersja,Generacja,Rok produkcji,Przebieg,Pojemność skokowa,Rodzaj paliwa,Moc,Skrzynia biegów,Napęd,Emisja CO2,Filtr cząstek stałych,Typ,Liczba drzwi,Liczba miejsc,Kolor,Akryl (niemetalizowany),Zarejestrowany w Polsce,Stan,ABS,Elektryczne szyby przednie,Poduszka powietrzna kierowcy,Wspomaganie kierownicy,Bluetooth,Czujniki parkowania tylne,Gniazdo AUX,Klimatyzacja dwustrefowa,Podgrzewane lusterka boczne,Przyciemniane szyby,Światła LED,Tapicerka skórzana,CD,Elektrycznie ustawiane lusterka,Poduszka powietrzna pasażera,Alufelgi,Czujnik deszczu,Elektrochromatyczne lusterko wsteczne,Isofix,Komputer pokładowy,Podgrzewane przednie siedzenia,Relingi dachowe,Światła przeciwmgielne,Tempomat,Centralny zamek,Immobilizer,Radio fabryczne,ASR (kontrola trakcji),Czujnik zmierzchu,Elektryczne szyby tylne,Klimatyzacja automatyczna,Kurtyny powietrzne,Poduszki boczne przednie,Światła do jazdy dziennej,Światła Xenonowe,Wielofunkcyjna kierownica,Metalik,Perłowy,Możliwość finansowania,Bezwypadkowy,Serwisowany w ASO,Elektrochromatyczne lusterka boczne,ESP (stabilizacja toru jazdy),Hak,Alarm,Tapicerka welurowa,Gniazdo USB,Pierwszy właściciel,Klimatyzacja manualna,MP3,Poduszki boczne tylne,VAT marża,Kraj pochodzenia,Gniazdo SD,Ogrzewanie postojowe,Poduszka powietrzna chroniąca kolana,Asystent parkowania,Kamera cofania,Nawigacja GPS,Podgrzewana przednia szyba,Czujniki parkowania przednie,Odtwarzacz DVD,System Start-Stop,Faktura VAT,Leasing,Pierwsza rejestracja,Numer rejestracyjny pojazdu,Ogranicznik prędkości,Asystent pasa ruchu,Czujnik martwego pola,lub do (przebieg km),Gwarancja dealerska (w cenie),Tuner TV,Dach panoramiczny,Szyberdach,Uszkodzony,Elektrycznie ustawiane fotele,Homologacja ciężarowa,Radio niefabryczne,Klimatyzacja czterostrefowa,Regulowane zawieszenie,Tempomat aktywny,Miesięczna rata,Podgrzewane tylne siedzenia,Łopatki zmiany biegów,Okres gwarancji producenta,Zmieniarka CD,Zarejestrowany jako zabytek,HUD (wyświetlacz przezierny),Kierownica po prawej (Anglik),Tuning,Opłata początkowa,Liczba pozostałych rat,Wartość wykupu,VIN,Matowy,Warranty if agreed with the buyer
37,20500,"17:45, 9 lutego 2021",6082171111,Osoby prywatnej,Osobowe,Opel,Antara,,,2007,192 000 km,1 991 cm3,Diesel,149 KM,Manualna,4x4 (dołączany automatycznie),198 g/km,,SUV,5,5,Srebrny,,,Używane,True,True,True,True,,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,,True,True,True,True,,,True,,,,,,True,True,True,True,,True,,,True,True,,,,,True,,,,True,True,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,34800,"17:45, 9 lutego 2021",6080085985,Firmy,Osobowe,Opel,Insignia,,A (2008-2017),2015,250 000 km,1 956 cm3,Diesel,170 KM,Automatyczna,,,,Kombi,5,5,Srebrny,,Tak,Używane,True,True,True,True,True,True,,True,,,True,,True,True,True,True,True,,True,True,True,,True,True,True,True,True,True,True,,True,True,True,True,True,True,Tak,,,Tak,Tak,,True,,,,,Tak,True,,,Tak,,,,,,,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,42899,"17:45, 9 lutego 2021",6081915331,Firmy,Osobowe,Opel,Astra,1.6 CDTI Sports Tourer,K (2015-),2017,156 543 km,1 598 cm3,Diesel,110 KM,Manualna,Na przednie koła,96 g/km,,Kombi,5,5,Czarny,,Tak,Używane,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,Tak,,Tak,,Tak,True,True,,True,True,True,Tak,,True,,,,True,,True,,,True,,True,,True,Tak,Tak,,,True,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
40,19999,"17:45, 9 lutego 2021",6081470880,Osoby prywatnej,Osobowe,Opel,Astra,III 1.7 CDTI,J (2009-2015),2010,144 000 km,1 686 cm3,Diesel,110 KM,Manualna,Na przednie koła,135 g/km,,Kompakt,5,5,Czarny,,,Używane,True,True,True,True,True,True,True,,True,,,,True,True,True,True,True,True,True,True,,,True,True,True,True,True,True,,,,True,True,True,,True,Tak,,,,,True,True,,True,True,,,True,True,True,,Belgia,True,,True,,,,True,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,36500,"17:43, 9 lutego 2021",6081915174,Firmy,Osobowe,Opel,Astra,,K (2015-),2017,171 784 km,1 598 cm3,Diesel,110 KM,Manualna,Na przednie koła,,,Kombi,5,5,Srebrny,,Tak,Używane,True,True,True,True,True,True,True,True,True,,True,,,True,True,,True,True,True,True,,,True,True,True,True,True,True,True,True,True,True,True,True,,True,Tak,,Tak,,Tak,,True,,,,True,Tak,,True,,,Polska,,,,,,,,True,,,Tak,Tak,14/07/2017,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,45200,"17:42, 9 lutego 2021",6081790804,Osoby prywatnej,Osobowe,Opel,Astra,IV 1.6 EU6,J (2009-2015),2018,22 882 km,1 598 cm3,Benzyna,115 KM,Manualna,Na przednie koła,160 g/km,,Kompakt,4,5,Szary,,Tak,Używane,True,True,True,True,,True,True,,True,,,,True,True,True,True,,,True,True,,,True,True,True,True,True,,,True,,True,True,True,,True,Tak,,,Tak,Tak,,True,,True,,,Tak,True,True,,,Polska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,28900,"17:41, 9 lutego 2021",6081536643,Firmy,Osobowe,Opel,Antara,2.0 CDTI Cosmo,,2011,178 000 km,1 991 cm3,Diesel,150 KM,Manualna,4x4 (dołączany automatycznie),198 g/km,,SUV,5,5,Czarny,,,Używane,True,True,True,True,True,True,,,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,Tak,Tak,Tak,Tak,Tak,,True,True,True,,,Tak,,,,Tak,Belgia,,,,,,True,,True,,,,,14/01/2011,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,41900,"17:41, 9 lutego 2021",6079514384,Firmy,Osobowe,Opel,Corsa,1.4 Enjoy S&S,E (2014-2019),2018,24 500 km,1 398 cm3,Benzyna,90 KM,Manualna,Na przednie koła,,,Auta miejskie,5,5,Szary,,Tak,Używane,True,True,True,,,,,True,,,,,,True,,,,,,True,,,,,True,,,,,,True,,,,,,Tak,,Tak,,Tak,,True,,,,,Tak,True,,,,Polska,,,,,,,,,,,Tak,Tak,01/11/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,37900,"17:41, 9 lutego 2021",6078585467,Firmy,Osobowe,Opel,Combo,Tour 1.4 Enjoy Eu6,D (2011-2018),2016,119 000 km,1 368 cm3,Benzyna,95 KM,Manualna,Na przednie koła,161 g/km,,Kombi,5,5,Niebieski,Tak,Tak,Używane,True,True,True,True,True,,True,,,,,,True,,True,,,,True,True,,,,,True,True,,,,,,,,,,,,,Tak,Tak,Tak,,,,,,True,Tak,True,True,,,Polska,,,,,,,,,,,Tak,Tak,05/04/2016,WE785MC,,,,,,,,,,,Tak,True,,,,,,,,,,,,,,,,,,
46,10999,"17:40, 9 lutego 2021",6082170922,Osoby prywatnej,Osobowe,Opel,Meriva,,I (2002-2010),2008,120 000 km,1 598 cm3,Benzyna,105 KM,Manualna,Na przednie koła,,,Minivan,5,5,Inny kolor,,,Używane,True,True,True,True,True,True,,,True,True,,,True,True,True,,,,,True,,,True,,True,True,True,,,,,,,,,True,,Tak,,Tak,Tak,,,,True,True,,,True,,,Tak,Niemcy,,,,,,,,,,,,,21/01/2008,GU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,103900,"17:40, 9 lutego 2021",6081536601,Firmy,Osobowe,Opel,Grandland X,,,2018,42 000 km,2 000 cm3,Benzyna,177 KM,Automatyczna,Na przednie koła,,,SUV,5,5,Niebieski,,Tak,Używane,True,True,True,True,True,True,True,True,,,True,,True,True,True,True,True,,True,True,True,,True,True,True,True,True,True,True,True,True,,True,True,,True,,,,Tak,Tak,,True,,True,,True,Tak,,True,,,Polska,True,,True,,,True,True,True,,True,Tak,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,65500,"17:39, 9 lutego 2021",6070147234,Firmy,Osobowe,Opel,Astra,,K (2015-),2018,17 757 km,1 600 cm3,Diesel,110 KM,Manualna,Na przednie koła,,Tak,Kombi,5,5,Szary,,Tak,Używane,True,True,True,True,True,True,,True,True,,True,,,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,,Tak,,,Tak,,True,,,,True,Tak,,True,True,,Polska,,,,,,,,True,,True,Tak,Tak,28/03/2019,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,10500,"17:38, 9 lutego 2021",6081791195,Osoby prywatnej,Osobowe,Opel,Vectra,1.9 CDTI Comfort,C (2002-2008),2006,255 000 km,1 910 cm3,Diesel,120 KM,Manualna,Na przednie koła,,,Sedan,5,5,Srebrny,,Tak,Używane,True,True,True,True,,,,,,,,,True,True,True,,,,,True,,,,True,True,True,True,,,True,,,,,,True,,,,,,,,,True,True,,Tak,True,,,,,,,,,,,,,,,,,01/05/2009,ESI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,31900,"17:37, 9 lutego 2021",6082170889,Firmy,Osobowe,Opel,Insignia,2.0 CDTI Sports Tourer ecoFLEXStart/Stop,A (2008-2017),2014,250 000 km,1 956 cm3,Diesel,140 KM,Manualna,Na przednie koła,104 g/km,,Kombi,5,5,Szary,,Tak,Używane,True,True,True,True,True,True,True,,True,,True,,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,Tak,,Tak,,Tak,,True,True,,True,True,,,True,,Tak,Holandia,True,,,,,True,,True,,,,,28/08/2014,,,,,,3 miesięcy,,,,,True,,,,,,,,,,,,,,,,,,,,
51,57900,"17:37, 9 lutego 2021",6081536415,Firmy,Osobowe,Opel,Astra,,K (2015-),2018,30 590 km,1 399 cm3,Benzyna,150 KM,Automatyczna,Na przednie koła,,,Kompakt,5,5,Inny kolor,,Tak,Używane,True,True,True,True,True,True,True,True,True,,True,,,True,True,True,True,True,True,True,,,True,True,True,True,True,True,True,True,True,True,True,True,,True,Tak,,Tak,Tak,Tak,,True,,,,True,Tak,,True,,,Polska,,,,,,,,True,,True,Tak,Tak,31/07/2018,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,63990,"17:36, 9 lutego 2021",6080331076,Firmy,Osobowe,Opel,Astra,V 1.4 T Elite S&S,K (2015-),2018,30 559 km,1 399 cm3,Benzyna,150 KM,Automatyczna,Na przednie koła,,,Kompakt,5,5,Biały,Tak,Tak,Używane,True,True,True,True,True,True,True,True,,,,,,True,True,True,True,,True,,,,True,True,True,True,True,True,True,,True,,,True,,,,,Tak,Tak,Tak,,True,,,,True,Tak,,True,,,Polska,,,,,,,,True,,,Tak,Tak,09/08/2018,WWL3254H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,21900,"17:35, 9 lutego 2021",6081468877,Osoby prywatnej,Osobowe,Opel,Astra,,J (2009-2015),2011,184 000 km,1 956 cm3,Diesel,165 KM,Manualna,,,Tak,Kombi,5,,Brązowy,,Tak,Używane,True,True,True,True,True,True,,,True,True,,,,True,True,True,True,,,,True,,True,True,True,True,True,,True,True,True,True,,True,True,True,Tak,,,Tak,,,,True,True,True,True,,,,,,,,,,,,,,True,,True,,,30/11/2011,FZG-31612,,,,,,,,,,True,,,True,,,,,,,,,,,,,,,,,
54,11200,"17:34, 9 lutego 2021",6080325607,Firmy,Osobowe,Opel,Vectra,2.2 Comfort,C (2002-2008),2005,220 000 km,2 198 cm3,Benzyna,155 KM,Manualna,Na przednie koła,,,Sedan,5,5,Szary,,Tak,Używane,True,True,True,True,,,,,,,,,True,True,True,True,,,True,True,,,,True,True,True,True,,,,,,,,,True,Tak,,,,,,True,,,,,Tak,,,,Tak,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,18299,"17:34, 9 lutego 2021",6082170759,Firmy,Osobowe,Opel,Astra,IV 1.7 CDTI Enjoy,J (2009-2015),2012,199 970 km,1 686 cm3,Diesel,110 KM,Manualna,Na przednie koła,124 g/km,,Kombi,5,5,Srebrny,,Tak,Używane,True,True,True,True,True,True,,True,True,,,,True,True,True,True,,,True,True,,True,True,True,True,True,True,True,,True,,True,True,True,,True,Tak,,,,Tak,,True,,,True,,,,,,Tak,Niemcy,,,,,,,,,,True,,,21/09/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,9999,"17:34, 9 lutego 2021",6081536319,Firmy,Osobowe,Opel,Meriva,1.4 Enjoy,I (2002-2010),2006,159 001 km,1 364 cm3,Benzyna,90 KM,Manualna,Na przednie koła,154 g/km,,Minivan,5,5,Srebrny,,,Używane,True,True,,True,,,,,,,,,True,True,,,,,True,True,,,,True,True,True,True,,,,,,,,,True,Tak,,Tak,,,,True,,True,True,,Tak,True,,,Tak,Holandia,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,9900,"17:34, 9 lutego 2021",6080033818,Firmy,Osobowe,Opel,Astra,III 1.6 Enjoy,H (2004-2014),2005,213 987 km,1 598 cm3,Benzyna,105 KM,Manualna,Na przednie koła,130 g/km,,Kombi,5,5,Szary,,Tak,Używane,True,True,True,True,,,,,True,,,,True,True,True,True,True,,True,True,True,True,True,,True,True,True,True,,True,True,True,True,,,True,Tak,,Tak,,Tak,True,True,,True,True,,Tak,True,,,Tak,Polska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,20499,"17:33, 9 lutego 2021",6077993906,Osoby prywatnej,Osobowe,Opel,Insignia,A (2008-2017),A (2008-2017),2009,268 000 km,1 956 cm3,Diesel,131 KM,Manualna,Na przednie koła,,,Kombi,5,5,Czarny,,Tak,Używane,True,True,True,True,True,True,True,,True,True,,,True,True,True,True,,,True,True,,True,,True,True,True,True,True,True,,True,True,True,True,,True,Tak,,,Tak,,,True,True,,,True,,,True,True,,Niemcy,,,,,,True,True,True,,,,,,SR3639L,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
59,17400,"17:33, 9 lutego 2021",6080050923,Firmy,Osobowe,Opel,Vectra,1.8 Elegance,C (2002-2008),2006,136 868 km,1 796 cm3,Benzyna,140 KM,Manualna,Na przednie koła,,,Sedan,5,5,Szary,,,Używane,True,True,True,True,,,,,True,,,,True,True,True,True,,True,,True,,,True,,True,True,True,True,,,,True,True,,,True,Tak,,,Tak,Tak,,True,,,True,,,True,True,,Tak,Austria,,,,,,,,,,,,,04/04/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,8300,"17:33, 9 lutego 2021",6080966664,Firmy,Osobowe,Opel,Astra,III 1.7 CDTI Enjoy,H (2004-2014),2005,277 000 km,1 686 cm3,Diesel,100 KM,Manualna,Na przednie koła,,,Kombi,5,5,Czarny,,Tak,Używane,True,True,True,True,,,,,True,,,True,True,True,True,True,,,True,True,,True,,True,True,True,True,,,,,,,,,True,Tak,,,,,,True,True,,,,,True,,,Tak,Niemcy,,,,,,True,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,11400,"17:33, 9 lutego 2021",6081791264,Osoby prywatnej,Osobowe,Opel,Astra,,H (2004-2014),2008,221 800 km,1 686 cm3,Diesel,125 KM,Manualna,Na przednie koła,135 g/km,,Kombi,5,5,Srebrny,,Tak,Używane,True,True,True,True,True,,True,,True,True,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,,,True,Tak,,,Tak,,,True,,,,,,,True,,,Niemcy,,,,,,True,,,,,,,14/07/2008,GCH39480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,54000,"17:32, 9 lutego 2021",6081791209,Osoby prywatnej,Osobowe,Opel,Astra,V 1.4 T Dynamic,K (2015-),2016,37 500 km,1 399 cm3,Benzyna,150 KM,Manualna,Na przednie koła,132 g/km,,Kompakt,5,5,Czarny,,Tak,Używane,True,True,True,True,True,True,True,True,True,,,,,True,True,True,True,True,,True,,,True,True,True,True,True,True,True,True,True,True,True,,,True,Tak,,,Tak,Tak,,True,,True,,True,Tak,,True,True,,Polska,,,,,,,,,,,,,22/07/2016,WI423FA,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,14400,"17:32, 9 lutego 2021",6082170444,Osoby prywatnej,Osobowe,Opel,Corsa,1.4 16V Enjoy,D (2006-2014),2006,63 500 km,1 364 cm3,Benzyna,90 KM,Manualna,Na przednie koła,144 g/km,,Auta miejskie,5,5,Srebrny,,Tak,Używane,True,True,True,True,,,,,,,,,True,True,True,,,,,True,,,True,,True,True,True,,,,,,,True,,True,Tak,,,Tak,Tak,,,,True,,,Tak,True,,,,Polska,,,,,,,,,,,,,02/04/2007,WZ50911,,,,63 500 km,,,,,,,,,,,,,,,,,,,,,,,,,,
64,36900,"17:32, 9 lutego 2021",6080385922,Firmy,Osobowe,Opel,Astra,V 1.6 CDTI Enjoy S&S,K (2015-),2017,178 543 km,1 598 cm3,Diesel,110 KM,Manualna,,119 g/km,,Kombi,5,5,Szary,,Tak,Używane,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,Tak,,Tak,Tak,Tak,True,True,,True,True,True,Tak,,True,,,,True,,True,,,True,,True,,True,Tak,Tak,,Bogata Opcja,True,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
65,58500,"17:31, 9 lutego 2021",6081536213,Firmy,Osobowe,Opel,Astra,,K (2015-),2018,21 761 km,1 399 cm3,Benzyna,150 KM,Automatyczna,Na przednie koła,,,Kompakt,5,5,Czarny,,Tak,Używane,True,True,True,True,True,True,True,True,True,,True,,,True,True,True,True,True,True,True,,,True,True,True,True,True,True,True,True,True,True,True,True,,True,Tak,,Tak,Tak,Tak,,True,,,,True,Tak,,True,,,Polska,,,,,,,,True,,True,Tak,Tak,31/07/2018,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,12700,"17:31, 9 lutego 2021",6081914646,Firmy,Osobowe,Opel,Corsa,,D (2006-2014),2008,142 514 km,1 200 cm3,Benzyna,80 KM,Manualna,Na przednie koła,,,Auta miejskie,5,5,Szary,,Tak,Używane,True,True,True,True,,,,,True,,,,,True,True,,,True,True,True,,,True,,True,True,True,True,True,,,True,True,,,,Tak,,Tak,Tak,Tak,,True,,True,,,,True,True,,Tak,Niemcy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,27900,"17:31, 9 lutego 2021",6081337961,Osoby prywatnej,Osobowe,Opel,Astra,IV 1.4 Essentia,J (2009-2015),2012,57 000 km,1 398 cm3,Benzyna,100 KM,Manualna,Na przednie koła,129 g/km,,Kompakt,5,5,Inny kolor,,,Używane,True,True,True,True,True,,True,,,,,,True,True,True,True,,True,True,True,True,,True,True,True,True,True,True,,,,True,True,,,True,Tak,,,,Tak,True,,,True,True,,Tak,True,True,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,39900,"17:31, 9 lutego 2021",6074381432,Firmy,Osobowe,Opel,Zafira,,C (2011-2019),2016,185 000 km,1 598 cm3,Diesel,136 KM,Manualna,,,,Minivan,5,,Srebrny,,,Używane,,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,,Tak,,Tak,Tak,Tak,,True,,,,True,Tak,,True,True,Tak,Austria,,,,,,True,,True,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
69,45900,"17:31, 9 lutego 2021",6082170602,Firmy,Osobowe,Opel,Insignia,2.0 CDTI Sports Tourer ecoFLEXStart/Stop,A (2008-2017),2016,111 000 km,1 956 cm3,Diesel,170 KM,Manualna,Na przednie koła,,,Kombi,5,5,Brązowy,,Tak,Używane,True,True,True,True,True,True,True,True,True,,True,,,True,True,True,,,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,Tak,,Tak,Tak,Tak,True,True,,True,,True,Tak,,True,,,Polska,,,,,,,,True,,True,Tak,Tak,06/09/2016,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,13500,"17:31, 9 lutego 2021",6080769751,Osoby prywatnej,Osobowe,Opel,Corsa,1.2 16V,D (2006-2014),2007,158 000 km,1 229 cm3,Benzyna,80 KM,Manualna,Na przednie koła,139 g/km,,Kompakt,5,5,Srebrny,,,Używane,True,True,True,True,,,True,,,,,,True,True,True,,True,,True,True,,,,,True,True,True,,True,,,,True,,,True,Tak,,,,,,True,,,,,,True,,,Tak,Niemcy,,,,,,,,,,,,,20/10/2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,49899,"17:30, 9 lutego 2021",6082170571,Firmy,Osobowe,Opel,Vivaro,2.0 CDTI L2H1,I (2001-2014),2012,198 000 km,1 995 cm3,Diesel,114 KM,Manualna,Na przednie koła,205 g/km,,Minivan,4,9,Srebrny,,Tak,Używane,True,True,True,True,True,,True,True,True,True,,,True,True,True,,True,,True,True,,,True,True,True,True,True,True,,,,,True,True,,True,Tak,,Tak,Tak,Tak,,True,True,True,,,Tak,True,True,,,Polska,,,,,,True,,,,,Tak,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,41900,"17:29, 9 lutego 2021",6081914527,Firmy,Osobowe,Opel,Astra,V 1.6 CDTI Elite,K (2015-),2017,132 761 km,1 598 cm3,Diesel,136 KM,Automatyczna,Na przednie koła,126 g/km,,Kombi,5,5,Niebieski,,Tak,Używane,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,Tak,,Tak,Tak,Tak,True,True,,True,True,True,Tak,,True,,,,True,,True,,,True,,True,,True,Tak,Tak,,INTELLILINK NAVI 10,True,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
73,10900,"17:29, 9 lutego 2021",6081791207,Osoby prywatnej,Osobowe,Opel,Zafira,1.8,B (2005-2014),2007,209 236 km,1 796 cm3,Benzyna,140 KM,Manualna,Na przednie koła,174 g/km,,Minivan,5,7,Inny kolor,,,Używane,True,True,True,True,,,True,,True,True,,,True,True,True,,,,,True,,True,True,True,True,,True,True,,True,True,True,True,,,True,,,,,,,,True,,True,True,,,True,True,,,True,,True,,,,,,True,,,,30/05/2007,BRAK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,29999,"17:29, 9 lutego 2021",6080411742,Osoby prywatnej,Osobowe,Opel,Zafira,2.0 CDTI Cosmo,C (2011-2019),2014,231 256 km,1 956 cm3,Diesel,130 KM,Manualna,Na przednie koła,137 g/km,,Minivan,5,5,Brązowy,,Tak,Używane,True,True,True,True,True,True,True,True,True,,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,Tak,,,Tak,Tak,True,True,True,True,True,True,,,True,True,,Niemcy,,,True,,,True,,True,,,Tak,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,13900,"17:28, 9 lutego 2021",6080005197,Firmy,Osobowe,Opel,Astra,III 1.3 CDTI Enjoy,H (2004-2014),2010,136 000 km,1 248 cm3,Diesel,90 KM,Manualna,Na przednie koła,,,Kombi,5,5,Srebrny,,Tak,Używane,True,True,True,True,,,,,True,,,,True,True,True,,,,,True,,,,,True,True,True,,,,,,True,,,,Tak,,Tak,,,,,,,,,,True,,,,Polska,,,,,,,,,,,,,21/09/2010,PO 192PH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,6900,"17:25, 9 lutego 2021",6080108234,Firmy,Osobowe,Opel,Meriva,,I (2002-2010),2003,193 735 km,1 600 cm3,Benzyna,101 KM,Manualna,Na przednie koła,,,Minivan,5,5,Inny kolor,,,Używane,True,True,True,True,,,,,,,,,True,True,True,True,,,True,True,,,True,True,True,,True,,,,,True,,,,True,Tak,,,Tak,,,,,True,True,,Tak,True,,,Tak,Niemcy,,,,,,,,,,,,,25/06/2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,26900,"17:25, 9 lutego 2021",6081470535,Firmy,Osobowe,Opel,Astra,1.4 Turbo,J (2009-2015),2011,128 000 km,1 364 cm3,Benzyna,140 KM,Manualna,Na przednie koła,138 g/km,,Kombi,5,5,Srebrny,,Tak,Używane,True,True,True,True,,True,True,,True,True,,,True,True,True,,,True,True,True,True,True,True,True,True,True,True,True,True,,,True,True,,,True,Tak,,Tak,,Tak,,True,True,,,,,True,True,True,Tak,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,11900,"17:25, 9 lutego 2021",6082169746,Firmy,Osobowe,Opel,Zafira,1.8 Cosmo EU5,B (2005-2014),2012,119 000 km,1 796 cm3,Benzyna,140 KM,Manualna,Na przednie koła,,,SUV,5,7,Szary,,,Używane,True,True,True,True,True,True,True,,,True,,,True,True,True,,,,True,,,True,True,True,True,True,True,True,,True,True,,True,,,True,Tak,,,,Tak,True,True,,True,,True,Tak,,True,,Tak,Niemcy,True,,True,,,True,True,,,,,,12/05/2012,,,,,,,,True,,Tak,,,,,,,,,,,,,,,,,,,,,
79,11900,"17:25, 9 lutego 2021",6080727591,Firmy,Osobowe,Opel,Corsa,,D (2006-2014),2007,163 951 km,1 248 cm3,Diesel,90 KM,Manualna,Na przednie koła,,,Kompakt,5,5,Czarny,,Tak,Używane,True,True,True,True,,,,,,,,,,True,True,,,,,,,,,,True,,,,,,,,,,,,Tak,,Tak,,,,,,,,,,,,,Tak,Niemcy,,,,,,,,,,,,,24/10/2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,29900,"17:25, 9 lutego 2021",6081470539,Osoby prywatnej,Osobowe,Opel,Astra,2.0 BiTurbo CDTI DPF ecoFLEX SportsTourer St,J (2009-2015),2013,117 233 km,1 956 cm3,Diesel,195 KM,Manualna,Na przednie koła,134 g/km,,Kombi,5,5,Srebrny,,,Używane,True,True,True,True,True,True,True,,,True,,,True,True,True,True,True,,True,True,,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,Tak,,,Tak,,,,,,True,True,,,,True,Tak,Niemcy,,,True,,True,True,True,True,,,,,04/10/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,13000,"17:25, 9 lutego 2021",6081683037,Osoby prywatnej,Osobowe,Opel,Astra,III 1.7 CDTI Enjoy,H (2004-2014),2010,205 000 km,1 686 cm3,Diesel,100 KM,Manualna,Na przednie koła,135 g/km,,Kompakt,5,5,Srebrny,,Tak,Używane,True,True,True,True,,True,,,,,,,True,True,True,,,,,True,,,True,,True,True,True,,,True,,,,,,True,Tak,,,,,,,,,,,,True,,,,Polska,,,,,,,,,,,Tak,,07/04/2010,GD408HE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
