,price,offer date,ID,Oferta od,Kategoria,Marka pojazdu,Model pojazdu,Generacja,Rok produkcji,Przebieg,Pojemność skokowa,Rodzaj paliwa,Moc,Skrzynia biegów,Napęd,Typ,Liczba miejsc,Kolor,Metalik,Perłowy,Kraj pochodzenia,Pierwsza rejestracja,Bezwypadkowy,Stan,ABS,Elektryczne szyby przednie,Poduszka powietrzna kierowcy,Wspomaganie kierownicy,Czujnik deszczu,Elektrochromatyczne lusterko wsteczne,Gniazdo AUX,Klimatyzacja dwustrefowa,Kurtyny powietrzne,Podgrzewane przednie siedzenia,Relingi dachowe,Światła Xenonowe,Wielofunkcyjna kierownica,CD,Elektrycznie ustawiane lusterka,Poduszka powietrzna pasażera,Alarm,Czujnik zmierzchu,Elektryczne szyby tylne,Hak,Klimatyzacja manualna,Ogranicznik prędkości,Poduszki boczne przednie,Światła do jazdy dziennej,Tapicerka welurowa,Centralny zamek,Immobilizer,Radio fabryczne,ASR (kontrola trakcji),Elektrochromatyczne lusterka boczne,ESP (stabilizacja toru jazdy),Klimatyzacja automatyczna,Komputer pokładowy,Podgrzewane lusterka boczne,Przyciemniane szyby,Światła przeciwmgielne,Tempomat,Liczba drzwi,Możliwość finansowania,Faktura VAT,Leasing,Akryl (niemetalizowany),Serwisowany w ASO,Czujniki parkowania przednie,Isofix,Nawigacja GPS,Bluetooth,Czujniki parkowania tylne,Elektrycznie ustawiane fotele,Gniazdo SD,Odtwarzacz DVD,Poduszki boczne tylne,Światła LED,Tapicerka skórzana,Zmieniarka CD,Alufelgi,HUD (wyświetlacz przezierny),MP3,Podgrzewana przednia szyba,Poduszka powietrzna chroniąca kolana,Wersja,Emisja CO2,Gniazdo USB,System Start-Stop,Filtr cząstek stałych,Uszkodzony,Numer rejestracyjny pojazdu,Zarejestrowany w Polsce,Pierwszy właściciel,Dach panoramiczny,Kamera cofania,Asystent parkowania,Czujnik martwego pola,Szyberdach,Klimatyzacja czterostrefowa,Łopatki zmiany biegów,VAT marża,Gwarancja dealerska (w cenie),Asystent pasa ruchu,Regulowane zawieszenie,Radio niefabryczne,Tempomat aktywny,Tuning,Podgrzewane tylne siedzenia,lub do (przebieg km),Ogrzewanie postojowe,Tuner TV,Okres gwarancji producenta,Miesięczna rata,Opłata początkowa,Liczba pozostałych rat,Homologacja ciężarowa,Kierownica po prawej (Anglik),Wartość wykupu,Matowy,VIN,Zarejestrowany jako zabytek,
2952,25999,"11:05, 1 stycznia 2021",6080575150,Osoby prywatnej,Osobowe,Audi,A4,B8 (2007-2015),2009,157 000 km,1 798 cm3,Benzyna,160 KM,Manualna,Na przednie koła,Sedan,5,Szary,,,,,,Używane,True,True,True,True,True,True,True,True,,True,,,True,True,True,True,True,True,True,,,,True,True,True,True,True,True,True,,True,True,True,True,,True,True,5,,,,,,,True,,True,True,,,,True,,,,True,,,True,,1.8 TFSI,172 g/km,,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,
2953,11400,"11:03, 1 stycznia 2021",6075171669,Firmy,Osobowe,Audi,A4,B6 (2000-2004),2003,211 267 km,1 984 cm3,Benzyna+LPG,130 KM,Manualna,Na przednie koła,Kombi,5,Srebrny,Tak,,,,,Używane,True,True,True,True,,,,True,True,,True,,,True,True,True,,,True,,,,True,,True,True,True,True,True,,True,True,True,True,,True,,5,,,,,,,,,,,,,,,,,,True,,,,,Avant 2.0,,,,,,,,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,
2954,14999,"11:02, 1 stycznia 2021",6077384786,Osoby prywatnej,Osobowe,Audi,A4,B6 (2000-2004),2004,277 260 km,1 896 cm3,Diesel,130 KM,Automatyczna,Na przednie koła,Kombi,5,Czarny,Tak,Tak,Niemcy,,Tak,Używane,True,True,True,True,True,,,True,,True,True,,,True,True,True,True,True,,,,,True,,,True,True,True,True,,True,True,True,True,True,True,True,5,Tak,,,,Tak,,True,True,,True,True,True,,True,,True,,True,,,,,Avant 1.9 TDI Multitronic,,,,,,,,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,
2955,6500,"11:01, 1 stycznia 2021",6069401393,Firmy,Osobowe,Audi,A4,,2000,206 384 km,1 781 cm3,Benzyna,150 KM,Manualna,Na przednie koła,Kombi,5,Czerwony,,,Niemcy,,Tak,Używane,True,True,True,True,,,,,,,,,,True,True,True,,,,,,,,,,True,True,,,,True,True,True,,,True,,5,,,,Tak,,,,,,True,,,,,,,,,,True,,,B5 (1995-2001),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2956,4999,"10:57, 1 stycznia 2021",6080575008,Osoby prywatnej,Osobowe,Audi,A4,B5 (1995-2001),1996,220 000 km,2 598 cm3,Benzyna+LPG,150 KM,Automatyczna,Na tylne koła,Kombi,5,Srebrny,,,,,,Używane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WGR17762,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2957,27500,"10:52, 1 stycznia 2021",6079072704,Osoby prywatnej,Osobowe,Audi,A4,B7 (2004-2007),2006,223 000 km,1 781 cm3,Benzyna,200 KM,Manualna,Na przednie koła,Sedan,5,Czarny,Tak,,,,Tak,Używane,True,True,True,True,,,,True,True,True,,True,,True,True,True,True,,True,,,,True,,,True,True,True,True,,True,True,True,,True,True,,4,,,,,Tak,,,,,,,,,True,True,True,,True,,,True,True,,,,,,,,,,,,,,,,,Tak,,,True,,,,,,,,,,,,,,,,,,
2958,84900,"10:51, 1 stycznia 2021",6076608318,Firmy,Osobowe,Audi,A4,B9 (2015-),2016,152 079 km,1 968 cm3,Diesel,190 KM,Automatyczna,Na przednie koła,Kombi,5,Srebrny,Tak,,Niemcy,04/07/2016,Tak,Używane,True,,True,True,,,,,True,,True,True,True,,True,True,True,,,,,,True,True,,True,,,,,,True,True,True,True,,True,5,Tak,Tak,Tak,,Tak,,True,,True,True,,,,,,,,True,,,,,,,,True,,,,Tak,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2959,89900,"10:50, 1 stycznia 2021",6079858592,Firmy,Osobowe,Audi,A4,B9 (2015-),2017,119 398 km,1 968 cm3,Diesel,150 KM,Manualna,Na przednie koła,Kombi,5,Czarny,Tak,,Polska,30/08/2017,Tak,Używane,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,,True,True,,,,True,True,,True,True,True,True,,True,True,True,True,,,True,5,Tak,Tak,,,Tak,True,True,True,True,True,,True,,,True,,,True,,True,,,,,True,True,,,WF3814P,Tak,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2960,164900,"10:47, 1 stycznia 2021",6074451429,Firmy,Osobowe,Audi,A4,B9 (2015-),2019,8 838 km,1 968 cm3,Diesel,136 KM,Automatyczna,Na przednie koła,Sedan,5,Szary,,,Polska,07/11/2019,Tak,Używane,,,True,True,,,,,,,,,True,,True,True,True,,,,,,True,True,,,,,,,,True,True,True,,,True,4,Tak,Tak,,,Tak,,True,,True,,,,,,,,,True,,,,,,,,,,,,Tak,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2961,28990,"10:46, 1 stycznia 2021",6080574913,Firmy,Osobowe,Audi,A4,B7 (2004-2007),2006,85 000 km,1 781 cm3,Benzyna,163 KM,Manualna,4x4 (dołączany automatycznie),Kombi,5,Szary,Tak,,Niemcy,28/07/2011,,Używane,True,True,True,True,,,,True,True,True,True,,,True,True,True,True,,,,,,True,True,,True,True,True,True,,True,True,True,True,,True,,5,,,,,,,True,True,,,,True,,,,,True,True,,True,,,Avant 1.8T Quattro,91 g/km,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
2962,40000,"10:44, 1 stycznia 2021",6079767974,Osoby prywatnej,Osobowe,Audi,A4,B8 (2007-2015),2012,305 391 km,1 968 cm3,Diesel,143 KM,Manualna,Na przednie koła,Sedan,5,Czarny,,Tak,Polska,20/03/2013,Tak,Używane,True,True,True,True,True,,True,True,,,,True,True,True,True,True,True,True,True,,,,True,,,True,True,True,True,True,,True,True,,,True,,4,Tak,,,,,True,,,True,True,,True,,True,,,,True,,True,,True,2.0 TDI,119 g/km,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2963,139900,"10:38, 1 stycznia 2021",6080465864,Firmy,Osobowe,Audi,A4,B9 (2015-),2020,1 km,1 984 cm3,Benzyna,150 KM,Automatyczna,Na przednie koła,Sedan,5,Biały,,,Polska,,Tak,Nowe,True,True,True,True,,,,,,,,,True,,True,True,True,,True,,,,True,True,,True,,,True,,True,True,True,True,,,True,4,Tak,Tak,,,,True,True,,True,True,,,,,True,,,True,,,,,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,
2964,14900,"10:31, 1 stycznia 2021",6080837168,Firmy,Osobowe,Audi,A4,B6 (2000-2004),2002,320 000 km,1 896 cm3,Diesel,130 KM,Manualna,4x4 (dołączany automatycznie),Kombi,5,Czarny,Tak,,,03/03/2002,,Używane,True,True,True,True,,,,,,True,,True,,True,True,True,True,,,,,,,,,True,True,True,,,,True,,,,True,True,5,,,,,,,,,,,,,,,,True,,True,,,,,Avant 1.9 TDI Quattro,,,,,,NN,,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,
2965,94999,"10:30, 1 stycznia 2021",6076138022,Osoby prywatnej,Osobowe,Audi,A4,B9 (2015-),2017,92 600 km,1 984 cm3,Benzyna,252 KM,Automatyczna,,Sedan,5,Czarny,Tak,,Polska,,Tak,Używane,True,True,,,True,,True,True,,,,,,True,,,,,,,,,,,True,True,,,True,,True,True,,,,,True,5,,Tak,,,Tak,True,True,True,,,,True,,,True,,,True,,True,,,2.0 TFSI Sport S tronic,,True,,,,WI764GH,Tak,Tak,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
2966,29999,"10:29, 1 stycznia 2021",6080574410,Osoby prywatnej,Osobowe,Audi,A4,B8 (2007-2015),2008,345 000 km,2 973 cm3,Diesel,239 KM,Automatyczna,4x4 (stały),Kombi,5,Inny kolor,Tak,,Szwajcaria,,,Używane,True,True,,True,True,True,,True,True,True,,True,True,True,True,,True,True,True,,,True,,True,,True,True,True,True,True,True,True,True,True,True,True,True,5,,,,,,,True,True,True,True,,,,,True,True,True,True,,,,,,,,,,Tak,,Tak,,,,True,,,,True,,,,,,True,,,,True,True,,,,,,,,,,,
2967,49900,"10:28, 1 stycznia 2021",6080465443,Firmy,Osobowe,Audi,A4,B8 (2007-2015),2014,156 000 km,1 968 cm3,Diesel,177 KM,Automatyczna,Na przednie koła,Kombi,5,Beżowy,Tak,Tak,,,,Używane,True,True,True,True,True,True,True,,True,,True,True,True,True,True,True,True,True,True,,,True,True,True,,True,True,True,True,,True,True,True,True,,True,True,5,Tak,,,,,True,True,True,True,True,,,,True,,True,,True,,True,,,Avant 2.0 TDI DPF multitronic,129 g/km,,,,,,Tak,Tak,,,,,,,,Tak,12 miesięcy,,,,,,,,,,,,,,,,,,,,
2968,13900,"10:27, 1 stycznia 2021",6080574718,Osoby prywatnej,Osobowe,Audi,A4,B6 (2000-2004),2003,248 000 km,1 781 cm3,Benzyna,163 KM,Automatyczna,Na przednie koła,Kombi,5,Szary,,Tak,,,Tak,Używane,True,True,True,True,True,,,True,True,True,True,,,True,True,True,True,True,,,,,True,,True,True,True,True,,,True,True,True,True,,True,True,5,,,,,Tak,,True,,,True,,,,True,,,,True,,,,,Avant 1.8T Multitronic,,,,,,,,Tak,,,,,,,,Tak,,,,,,,,,True,,,,,,,,,,,,
2969,35800,"10:20, 1 stycznia 2021",6080574528,Firmy,Osobowe,Audi,A4,B8 (2007-2015),2011,221 000 km,1 968 cm3,Diesel,143 KM,Manualna,Na przednie koła,Kombi,5,Brązowy,,,,,,Używane,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,,True,,,True,,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,5,Tak,,,,,,True,True,True,True,,True,,True,True,,,True,,True,,,Avant 2.0 TDI DPF,124 g/km,,,,,,,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,
2970,30500,"10:18, 1 stycznia 2021",6076056107,Firmy,Osobowe,Audi,A4,B8 (2007-2015),2009,153 734 km,1 984 cm3,Benzyna,180 KM,Automatyczna,Na przednie koła,Sedan,5,Srebrny,Tak,,Włochy,,Tak,Używane,True,True,True,True,True,,True,,True,,,,True,True,True,True,True,True,True,,,True,True,,,True,True,True,True,,True,True,True,True,True,True,True,4,,,,,,,,,True,,True,,,True,,,,True,,,,True,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2971,54900,"10:18, 1 stycznia 2021",6077910081,Firmy,Osobowe,Audi,A4,B8 (2007-2015),2015,198 000 km,2 000 cm3,Diesel,177 KM,Manualna,4x4 (stały),Kombi,5,Czarny,Tak,,,,Tak,Używane,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,5,Tak,,,,Tak,,True,True,True,True,,True,,True,True,,,True,,True,,True,,,True,True,Tak,,,,Tak,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,
2972,27900,"10:14, 1 stycznia 2021",6080574543,Firmy,Osobowe,Audi,A4,B8 (2007-2015),2009,263 000 km,2 698 cm3,Diesel,190 KM,Automatyczna,Na przednie koła,Kombi,5,Czarny,Tak,,Niemcy,,,Używane,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,,,,,,True,True,,True,True,True,True,,,True,True,True,,True,True,5,,,,,Tak,,True,True,,True,,True,,,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2973,48400,"10:11, 1 stycznia 2021",6079207681,Firmy,Osobowe,Audi,A4,B8 (2007-2015),2014,188 000 km,2 000 cm3,Diesel,150 KM,Automatyczna,Na przednie koła,Kombi,5,Czarny,Tak,Tak,Niemcy,,Tak,Używane,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,,,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,5,Tak,,,,Tak,True,True,True,True,True,,True,,True,True,,True,True,,True,,,,,,True,,,,,Tak,,,,True,,,,Tak,,,,,,,,,,,,,,,,,,,,,
2974,19900,"10:10, 1 stycznia 2021",6080597872,Firmy,Osobowe,Audi,A4,B7 (2004-2007),2008,256 480 km,1 968 cm3,Diesel,170 KM,Manualna,4x4 (stały),Kombi,5,Srebrny,Tak,,,,,Używane,True,True,True,True,,True,,,True,True,,,True,True,True,True,True,,True,,,,True,,True,True,True,True,True,True,True,True,True,True,,True,True,5,,,,,,,True,,,True,,,,True,,,,True,,,,True,2.0 TDI Quattro,162 g/km,,,,,,,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,
2975,12400,"10:09, 1 stycznia 2021",6077854374,Firmy,Osobowe,Audi,A4,B6 (2000-2004),2002,300 000 km,1 896 cm3,Diesel,130 KM,Manualna,Na przednie koła,Kombi,5,Szary,Tak,,,,,Używane,True,True,True,True,True,True,,True,True,True,True,,,True,True,True,,,,,,,True,,True,True,True,True,True,,True,True,True,,,True,True,5,Tak,,,,,,True,,,,,,,,,,,True,,True,,,Avant 1.9 TDI,,,,,,,Tak,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,
2976,12400,"10:09, 1 stycznia 2021",6077854374,Firmy,Osobowe,Audi,A4,B6 (2000-2004),2002,300 000 km,1 896 cm3,Diesel,130 KM,Manualna,Na przednie koła,Kombi,5,Szary,Tak,,,,,Używane,True,True,True,True,True,True,,True,True,True,True,,,True,True,True,,,,,,,True,,True,True,True,True,True,,True,True,True,,,True,True,5,Tak,,,,,,True,,,,,,,,,,,True,,True,,,Avant 1.9 TDI,,,,,,,Tak,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,
2977,44000,"10:01, 1 stycznia 2021",6080574389,Firmy,Osobowe,Audi,A4,B8 (2007-2015),2012,243 000 km,1 968 cm3,Diesel,177 KM,Manualna,Na przednie koła,Kombi,5,Szary,Tak,,Niemcy,16/10/2012,Tak,Używane,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,,True,True,True,,,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,5,,,,,,True,True,True,True,True,,True,,,True,,,True,,True,,,Avant 2.0 TDI DPF,126 g/km,True,,Tak,,SZO70K3,Tak,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
2978,29900,"09:54, 1 stycznia 2021",6080793158,Osoby prywatnej,Osobowe,Audi,A4,B8 (2007-2015),2008,206 000 km,1 968 cm3,Diesel,143 KM,Manualna,Na przednie koła,Kombi,5,Srebrny,Tak,,Niemcy,,Tak,Używane,True,True,True,True,True,,True,,True,True,True,True,,True,True,True,True,,True,,,,True,True,,True,True,True,True,,True,True,True,True,,True,True,5,Tak,,,,Tak,,True,,,True,,,,True,True,,,True,,True,,,Avant 2.0 TDI DPF,135 g/km,,,,,,,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,
2979,29900,"09:52, 1 stycznia 2021",6080574307,Firmy,Osobowe,Audi,A4,B8 (2007-2015),2010,243 481 km,1 968 cm3,Diesel,143 KM,Automatyczna,Na przednie koła,Kombi,5,Czarny,Tak,,,09/12/2010,,Używane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,2.0 TDI Multitronic,159 g/km,,,,,,,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,
2980,33900,"09:48, 1 stycznia 2021",6077156196,Osoby prywatnej,Osobowe,Audi,A4,B8 (2007-2015),2012,64 000 km,1 800 cm3,Benzyna,120 KM,Manualna,Na przednie koła,Kombi,5,Czarny,Tak,,Niemcy,,,Używane,True,True,True,True,True,True,True,,True,True,True,,True,True,True,True,True,True,True,,,,True,True,,True,True,True,True,,True,True,True,True,,True,,5,,,,,Tak,,,,True,,,,,True,,,,True,,True,True,,,,,,,,,,Tak,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,
2981,74700,"09:44, 1 stycznia 2021",6080836363,Firmy,Osobowe,Audi,A4,B9 (2015-),2017,146 000 km,1 968 cm3,Diesel,150 KM,Manualna,Na przednie koła,Sedan,5,Czarny,Tak,,,,,Używane,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,,,True,True,True,True,True,True,True,True,,True,,True,True,True,True,True,5,Tak,Tak,Tak,,Tak,True,True,True,True,True,,True,True,True,True,,,True,,True,,True,2.0 TDI Sport,104 g/km,True,True,,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2982,47600,"09:40, 1 stycznia 2021",6078702133,Osoby prywatnej,Osobowe,Audi,A4,B8 (2007-2015),2013,206 000 km,1 968 cm3,Diesel,177 KM,Manualna,,Kombi,,Srebrny,,,,,,Używane,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,,,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,4,,,,,,True,True,True,True,True,True,True,True,,True,,,True,,True,,True,,,True,True,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
2983,46999,"09:38, 1 stycznia 2021",6080891328,Firmy,Osobowe,Audi,A4,B8 (2007-2015),2014,209 685 km,1 968 cm3,Diesel,150 KM,Manualna,Na przednie koła,Kombi,5,Czarny,Tak,Tak,Belgia,,Tak,Używane,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,,,,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,5,,,,,Tak,True,True,True,True,True,,True,,True,True,,,True,,True,True,,2.0 TDI,124 g/km,True,True,Tak,,,,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,
2984,17700,"09:36, 1 stycznia 2021",6080296634,Osoby prywatnej,Osobowe,Audi,A4,B6 (2000-2004),2004,225 954 km,1 781 cm3,Benzyna,163 KM,Manualna,Na przednie koła,Kombi,5,Srebrny,Tak,,Niemcy,,Tak,Używane,True,True,True,True,,,,True,True,True,True,,,True,True,True,,,,,,,True,,True,True,True,,True,,True,,True,,,True,,5,,,,,,,,,,True,,,,True,,,,True,,True,,True,Avant 1.8T,,,,,,,,,,,,,,,,Tak,,,,True,,,,,,,,,,,,,,,,,
2985,32500,"09:35, 1 stycznia 2021",6080597153,Firmy,Osobowe,Audi,A4,B8 (2007-2015),2008,240 138 km,1 968 cm3,Diesel,143 KM,Manualna,Na przednie koła,Kombi,5,Czarny,Tak,Tak,Niemcy,,Tak,Używane,True,True,True,True,True,,True,,True,True,True,True,True,True,True,True,True,True,True,,,,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,5,,,,,Tak,True,True,True,True,True,,,True,True,True,,,True,,True,,,2.0 TDI Limited Edition,149 g/km,,,,,,,,,,True,,,,,Tak,,,,,,,,,,,,,,,,,,,,,
2986,32900,"09:34, 1 stycznia 2021",6080186767,Firmy,Osobowe,Audi,A4,B8 (2007-2015),2012,160 000 km,1 968 cm3,Diesel,177 KM,Automatyczna,4x4 (stały),Kombi,5,Czarny,,,,06/05/2012,,Używane,True,True,True,True,True,True,True,True,True,,True,,True,True,True,True,,True,True,,,,True,True,True,True,True,True,,True,True,,True,,,,True,5,,,,,Tak,True,True,,True,True,,,,True,True,,,True,,True,,,2.0 TDI Quattro S tronic,144 g/km,True,True,,,FRANCJA,,,,,True,,,,,Tak,,True,,,,,,,,,,,,,,,,,,,
2987,19900,"09:33, 1 stycznia 2021",6078212924,Firmy,Osobowe,Audi,A4,B8 (2007-2015),2009,186 000 km,1 968 cm3,Diesel,143 KM,Manualna,Na przednie koła,Kombi,5,Czarny,,,,,,Używane,True,True,True,True,True,True,,True,True,True,,,True,True,True,True,,True,True,,,,True,True,,True,True,True,True,True,True,True,True,True,,True,True,5,,,,,,True,True,True,True,True,,,,True,,True,,True,,True,,,,,,,,Tak,,,,True,,,,True,,,Tak,,,,,,,,,,,,,,,,,,,,,
2988,15999,"09:30, 1 stycznia 2021",6080891306,Firmy,Osobowe,Audi,A4,B7 (2004-2007),2005,235 952 km,1 968 cm3,Diesel,140 KM,Manualna,Na przednie koła,Kombi,5,Srebrny,Tak,Tak,Belgia,,Tak,Używane,True,True,True,True,True,,,,True,True,True,,,True,True,True,True,True,True,,,,True,True,True,True,True,,True,,True,True,True,True,True,True,True,5,,,,,Tak,,True,,True,,,,,True,,,,True,,True,True,,Avant 2.0 TDI,,,,,,,,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,
2989,24000,"09:26, 1 stycznia 2021",6080574017,Osoby prywatnej,Osobowe,Audi,A4,B8 (2007-2015),2010,150 000 km,1 798 cm3,Benzyna,120 KM,Manualna,Na przednie koła,Kombi,5,Czarny,,,,,Tak,Używane,True,True,True,True,True,True,,,True,True,True,,True,True,True,True,True,True,True,,,,True,True,,True,True,True,True,,True,True,True,True,,True,True,5,,,,,,,True,True,True,True,True,True,,,True,,,True,,,,,1.8 TFSI,169 g/km,,,,Tak,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2990,31500,"09:25, 1 stycznia 2021",6069806007,Osoby prywatnej,Osobowe,Audi,A4,B8 (2007-2015),2008,159 000 km,1 968 cm3,Diesel,143 KM,Manualna,Na przednie koła,Kombi,5,Inny kolor,Tak,Tak,Niemcy,,,Używane,True,True,True,True,,,True,True,True,True,True,True,True,True,True,True,,,True,True,,,,True,True,True,True,True,True,,True,True,,True,True,True,True,5,,,,,,True,,True,True,True,,,,,True,,True,True,,True,,,2.0 TDI,,,,,,,Tak,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2991,21900,"09:22, 1 stycznia 2021",6071052085,Osoby prywatnej,Osobowe,Audi,A4,B7 (2004-2007),2007,177 000 km,1 600 cm3,Benzyna,102 KM,Manualna,,Sedan,5,Srebrny,Tak,,Niemcy,28/08/2007,Tak,Używane,True,True,True,True,True,True,,True,True,True,,,,True,True,True,True,True,True,,,,True,,True,True,True,True,,,True,True,True,,,True,True,4,Tak,,,,Tak,,True,,,True,,,,True,,,,True,,,,,,,,,,,RT5562,,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,
2992,38900,"09:17, 1 stycznia 2021",6080463701,Osoby prywatnej,Osobowe,Audi,A4,B8 (2007-2015),2011,159 000 km,1 968 cm3,Diesel,143 KM,Manualna,Na przednie koła,Kombi,5,Srebrny,Tak,,,,Tak,Używane,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,True,True,,True,True,True,True,True,True,True,True,True,,True,True,5,Tak,,,,Tak,,True,True,True,True,,True,True,True,True,True,,True,,True,,True,2.0 TDI Limited Edition,149 g/km,True,True,,,,,Tak,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,
2993,7900,"09:16, 1 stycznia 2021",6067806760,Osoby prywatnej,Osobowe,Audi,A4,B6 (2000-2004),2004,200 000 km,1 781 cm3,Benzyna,190 KM,Manualna,Na przednie koła,Sedan,5,Niebieski,,,Wielka Brytania,,,Używane,True,True,True,True,,,,True,True,,,,,True,True,True,True,,,,,,True,,,True,True,True,,,True,True,True,True,,True,,4,,,,,,,,,,,,,,True,,True,,True,,,,,1.8T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tak,,,,,
2994,55555,"09:16, 1 stycznia 2021",6076986850,Firmy,Osobowe,Audi,A4,B8 (2007-2015),2014,192 896 km,1 968 cm3,Diesel,177 KM,Automatyczna,Na przednie koła,Kombi,5,Czarny,Tak,Tak,Niemcy,,Tak,Używane,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,5,Tak,Tak,Tak,,Tak,True,True,True,True,True,True,True,True,True,True,,True,True,,True,True,True,2.0 TDI Multitronic,,True,True,Tak,,,,Tak,,True,True,True,,,True,,,True,,,True,,,,,,,,,,,,,,,,
2995,58888,"09:16, 1 stycznia 2021",6076987158,Firmy,Osobowe,Audi,A4,B8 (2007-2015),2015,181 324 km,1 968 cm3,Diesel,150 KM,Automatyczna,Na przednie koła,Kombi,5,Czarny,Tak,Tak,Niemcy,,Tak,Używane,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,5,Tak,Tak,Tak,,Tak,True,True,True,True,True,True,True,True,True,True,,True,True,,True,True,True,2.0 TDI clean diesel Multitronic,,True,True,Tak,,,,Tak,,True,True,True,,,True,,,True,,,True,,,,,,,,,,,,,,,,
2996,34900,"09:16, 1 stycznia 2021",6080989398,Osoby prywatnej,Osobowe,Audi,A4,B8 (2007-2015),2009,213 000 km,1 798 cm3,Benzyna,160 KM,Manualna,Na przednie koła,Kombi,5,Srebrny,Tak,,Polska,,Tak,Używane,True,True,True,True,True,,True,True,True,,True,True,True,True,,True,True,,True,,,,True,True,,True,True,True,True,,True,True,True,,True,True,,5,,,,,Tak,,,,,True,True,,,True,True,True,,True,,,,,Avant 1.8 TFSI,169 g/km,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
