,price,offer date,ID,Oferta od,Kategoria,Marka pojazdu,Model pojazdu,Wersja,Generacja,Rok produkcji,Przebieg,Pojemność skokowa,Rodzaj paliwa,Moc,Skrzynia biegów,Napęd,Emisja CO2,Typ,Liczba drzwi,Liczba miejsc,Kolor,Metalik,Możliwość finansowania,Faktura VAT,Kraj pochodzenia,Pierwsza rejestracja,Numer rejestracyjny pojazdu,Zarejestrowany w Polsce,Pierwszy właściciel,Serwisowany w ASO,Stan,ABS,Poduszka powietrzna kierowcy,Bluetooth,Klimatyzacja automatyczna,Tempomat,Centralny zamek,Wspomaganie kierownicy,Czujnik deszczu,System Start-Stop,Immobilizer,Alarm,Elektrochromatyczne lusterko wsteczne,Światła LED,VAT marża,Gwarancja dealerska (w cenie),Elektryczne szyby przednie,Czujniki parkowania przednie,Elektryczne szyby tylne,Gniazdo SD,Kurtyny powietrzne,Podgrzewane lusterka boczne,Przyciemniane szyby,Światła do jazdy dziennej,CD,Elektrycznie ustawiane lusterka,Poduszka powietrzna pasażera,Alufelgi,Czujniki parkowania tylne,ESP (stabilizacja toru jazdy),Gniazdo USB,Klimatyzacja dwustrefowa,MP3,Podgrzewane przednie siedzenia,Relingi dachowe,Wielofunkcyjna kierownica,Radio fabryczne,ASR (kontrola trakcji),Czujnik zmierzchu,Gniazdo AUX,Isofix,Komputer pokładowy,Ogranicznik prędkości,Poduszki boczne przednie,Światła Xenonowe,Tapicerka welurowa,Filtr cząstek stałych,Bezwypadkowy,Asystent parkowania,Klimatyzacja czterostrefowa,Poduszki boczne tylne,Elektrycznie ustawiane fotele,Kamera cofania,Nawigacja GPS,Poduszka powietrzna chroniąca kolana,Światła przeciwmgielne,Odtwarzacz DVD,Podgrzewane tylne siedzenia,Szyberdach,Tapicerka skórzana,Elektrochromatyczne lusterka boczne,Hak,Tempomat aktywny,Podgrzewana przednia szyba,Łopatki zmiany biegów,Zmieniarka CD,Klimatyzacja manualna,Leasing,Asystent pasa ruchu,Czujnik martwego pola,Dach panoramiczny,Perłowy,Kierownica po prawej (Anglik),Ogrzewanie postojowe,Uszkodzony,Okres gwarancji producenta,lub do (przebieg km),Regulowane zawieszenie,Akryl (niemetalizowany),HUD (wyświetlacz przezierny),Tuner TV,Radio niefabryczne,Opłata początkowa,Miesięczna rata,Liczba pozostałych rat,Wartość wykupu,Tuning,VIN,Matowy,Homologacja ciężarowa,Zarejestrowany jako zabytek
32,329900,"12:43, 7 lutego 2021",6081821648,Firmy,Osobowe,Audi,S6,,C8 (2018-),2019,46 500 km,2 967 cm3,Diesel,349 KM,Automatyczna,4x4 (dołączany automatycznie),,Sedan,5,5,Szary,,Tak,Tak,Niemcy,27/09/2019,,,,,Używane,,True,True,True,True,True,True,,,,True,,,,,,,,,True,True,,True,,,True,True,True,,,,,,,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,Tak,,,,Tak,,,,,,,,,,,,,,,,,,,
33,349900,"12:43, 7 lutego 2021",6081619276,Firmy,Osobowe,Audi,Q8,50 TDI quattro tiptronic,,2018,57 830 km,2 967 cm3,Diesel,286 KM,Automatyczna,4x4 (stały),175 g/km,SUV,5,5,Szary,Tak,,,Polska,15/02/2019,,Tak,Tak,Tak,Używane,True,True,,True,,True,True,True,True,True,True,,True,,,True,True,True,,,True,True,True,True,True,True,True,True,True,,,,True,True,True,True,True,True,,True,True,,,,,,,,True,,True,True,True,,True,,,,True,,True,True,,True,,,,,,,,,,,17/02/2023,120 000 km,True,,,,,,,,,,,,,
34,118900,"12:42, 7 lutego 2021",6080810752,Firmy,Osobowe,Audi,A6,2.0 TDI quattro S tronic,C7 (2011-2018),2016,89 000 km,1 968 cm3,Diesel,190 KM,Automatyczna,4x4 (stały),131 g/km,Sedan,4,5,Biały,,,,Polska,22/11/2016,FKR266CU,Tak,,Tak,Używane,True,True,True,True,True,True,True,True,True,True,,True,,,,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,,True,True,,Tak,,,,,True,,True,,True,,,,True,,,,,,,,,,,,,,,,,,,Tak,,,,,,,,,,,,
35,215116,"12:42, 7 lutego 2021",6081821587,Firmy,Osobowe,Audi,A6,35 TDI S tronic,C8 (2018-),2021,10 km,1 968 cm3,Diesel,163 KM,Automatyczna,Na przednie koła,121 g/km,Sedan,5,5,Bordowy,Tak,Tak,Tak,,,,,,,Nowe,True,True,True,True,True,True,True,True,True,True,True,True,True,,,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,,,,Tak,,,True,True,True,True,,,,,,,True,,,,,,,Tak,True,,,,,,,,,,,,,,,,,,,,,,
36,49900,"12:42, 7 lutego 2021",6080714601,Firmy,Osobowe,Audi,A6,Avant 2.0 TDI DPF,C7 (2011-2018),2012,195 000 km,1 968 cm3,Diesel,170 KM,Manualna,Na przednie koła,152 g/km,Kombi,5,5,Inny kolor,Tak,Tak,,Belgia,18/12/2012,,,Tak,Tak,Używane,True,True,True,True,True,True,True,True,True,True,True,True,True,Tak,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,Tak,Tak,,,True,,,True,,True,,,,True,True,,True,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,
37,180000,"12:41, 7 lutego 2021",6080810441,Firmy,Osobowe,Audi,A4,2.0 TFSI ultra S tronic,B9 (2015-),2019,7 900 km,1 984 cm3,Benzyna,190 KM,Automatyczna,Na przednie koła,121 g/km,Sedan,5,5,Czarny,Tak,,Tak,Polska,29/08/2019,DLU82040,Tak,Tak,Tak,Używane,True,True,True,True,True,True,True,,True,True,True,,True,,,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,,True,True,,True,True,,True,True,True,True,True,,,,,Tak,,,,,,True,,,,,,True,True,,,,,,,,,,,,,,,29/08/2022,90 000 km,,,,,,,,,,,,,,
38,70000,"12:41, 7 lutego 2021",6081460001,Firmy,Osobowe,Audi,A3,2.0 TFSI Ambition S tronic,8V (2012-),2014,87 700 km,1 984 cm3,Benzyna,200 KM,Automatyczna,Na przednie koła,171 g/km,Sedan,2,5,Czarny,,Tak,,,,,Tak,,,Używane,True,True,True,True,True,True,True,True,,True,True,True,True,,,True,,True,True,True,True,,True,True,True,True,True,,True,,,True,True,,True,True,True,True,,,True,,True,True,,,,,,,,,,,,,,True,True,,,True,,,,,,,,,,,,,,,,Tak,,,,,,,,,,,,
39,449900,"12:41, 7 lutego 2021",6067127792,Firmy,Osobowe,Audi,A8,55 TFSI Quattro Tiptr,D5 (2017-),2018,19 000 km,2 995 cm3,Benzyna,340 KM,Automatyczna,4x4 (stały),,Sedan,4,5,Szary,Tak,,Tak,Polska,20/11/2018,,Tak,Tak,Tak,Używane,True,True,True,True,,True,True,True,True,True,True,True,True,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,,True,True,True,True,True,True,True,True,True,,,,Tak,True,True,True,True,True,True,True,,True,True,True,True,True,,True,,True,,,,True,True,True,,,,,20/11/2023,150 000 km,True,,True,,,,,,,,,,,
40,47000,"12:40, 7 lutego 2021",6082095570,Osoby prywatnej,Osobowe,Audi,A4,2.0 TDI Multitronic,B8 (2007-2015),2012,195 000 km,1 968 cm3,Diesel,143 KM,Automatyczna,,,Kombi,5,5,Brązowy,,,,Polska,,,Tak,,Tak,Używane,True,True,True,True,,True,True,True,True,,True,True,True,,,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,,,,,True,True,,,True,True,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,10900,"12:40, 7 lutego 2021",6080410793,Firmy,Osobowe,Audi,A4,Avant 2.0 TDI,B8 (2007-2015),2008,200 892 km,1 968 cm3,Diesel,140 KM,Manualna,Na przednie koła,156 g/km,Kombi,5,5,Niebieski,Tak,,,Francja,04/08/2008,,,,,Używane,True,True,True,True,True,True,True,True,,True,True,True,True,Tak,,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,,True,True,,True,True,True,True,True,True,True,,True,True,,,,,,,True,True,True,,True,,,,True,True,,,,,,,,,,,,,,Tak,,,,,,,,,,,,,,,,
42,249900,"12:39, 7 lutego 2021",6081459976,Firmy,Osobowe,Audi,A6,,C8 (2018-),2019,11 997 km,2 967 cm3,Diesel,286 KM,Automatyczna,4x4 (dołączany automatycznie),,Kombi,5,5,Czarny,Tak,Tak,Tak,Polska,07/11/2019,,Tak,Tak,Tak,Używane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,
43,72570,"12:39, 7 lutego 2021",6080919210,Osoby prywatnej,Osobowe,Audi,S5,4.2 Quattro Tiptr,,2010,190 300 km,4 163 cm3,Benzyna,354 KM,Automatyczna,4x4 (stały),249 g/km,Coupe,2,4,Czarny,,,Tak,,,,Tak,,Tak,Używane,True,True,True,True,True,True,True,True,,True,True,True,True,,,True,True,,True,True,True,True,True,True,True,True,True,True,True,,,True,True,,True,True,,True,True,True,True,,True,True,,,Tak,,,True,True,,,,True,,,,True,True,,,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,
44,495062,"12:38, 7 lutego 2021",6081821353,Firmy,Osobowe,Audi,Q8,50 TDI Quattro Tiptronic,,2021,5 km,2 967 cm3,Diesel,286 KM,Automatyczna,4x4 (stały),187 g/km,SUV,5,5,Szary,,Tak,Tak,,,,,,,Nowe,True,True,True,True,True,True,True,True,True,True,True,True,True,,,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,,True,,,Tak,Tak,True,True,,True,True,True,True,True,,,True,True,True,,True,,True,,True,Tak,True,True,True,Tak,,True,,,,True,,True,,,,,,,,,,,
45,18900,"12:38, 7 lutego 2021",6082095545,Firmy,Osobowe,Audi,A4,Avant 1.9 TDI,B7 (2004-2007),2005,112 000 km,1 896 cm3,Diesel,115 KM,Manualna,Na przednie koła,,Kombi,5,5,Szary,Tak,Tak,,Niemcy,,,,,Tak,Używane,True,True,,True,,True,True,,,True,True,True,,Tak,,True,,,,,True,,,True,True,True,True,,True,,True,True,,True,,True,True,,,,True,,True,,,,Tak,,,True,,,,,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,433708,"12:37, 7 lutego 2021",6081821241,Firmy,Osobowe,Audi,e-tron,Sportback 55 quattro,,2021,10 km,,Elektryczny,408 KM,Automatyczna,4x4 (stały),,SUV,5,5,Czarny,Tak,Tak,Tak,,,,,,,Nowe,True,True,True,True,,True,True,True,True,True,True,True,True,,,True,True,True,,True,True,True,True,,True,True,True,True,True,True,,True,True,True,True,True,True,True,,True,True,,True,,,,Tak,,True,True,True,True,True,True,,,,True,True,,,True,,,,,Tak,True,True,True,,,True,,,,True,,True,,,,,,,,,,,
47,24000,"12:37, 7 lutego 2021",6081344297,Osoby prywatnej,Osobowe,Audi,A3,,8P (2003-2012),2008,285 552 km,1 595 cm3,Benzyna,102 KM,Manualna,Na przednie koła,,Kompakt,5,5,Czarny,,,Tak,,11/06/2008,EOP2A33,Tak,,,Używane,True,True,,True,,True,True,,,,,,,,,True,,True,,,True,,,True,True,True,,,True,,True,,,,,True,True,,,,,,,,True,Tak,Tak,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,75900,"12:36, 7 lutego 2021",6079043413,Osoby prywatnej,Osobowe,Audi,A8,4.2 FSI quattro tiptronic Langversion,D4 (2010-),2012,129 000 km,4 163 cm3,Benzyna,372 KM,Automatyczna,4x4 (stały),224 g/km,Sedan,4,5,Czarny,Tak,,Tak,,,,Tak,,,Używane,True,True,True,True,True,True,True,True,,True,True,True,True,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,True,True,,True,True,True,True,,True,True,,True,True,,,Tak,,True,True,True,True,True,True,True,True,,True,True,,,,,True,True,,,,,,,,,,,,True,,,,,,,,,,,,,
49,72900,"12:35, 7 lutego 2021",6080264420,Firmy,Osobowe,Audi,A4,2.0 TDI Sport,B9 (2015-),2017,177 000 km,1 968 cm3,Diesel,150 KM,Manualna,Na przednie koła,104 g/km,Kombi,5,5,Szary,Tak,,,Niemcy,,,,,Tak,Używane,True,True,True,True,True,True,True,True,True,True,True,True,True,,,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,,True,True,,,,True,,True,True,True,True,True,True,,,,True,True,True,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
50,217700,"12:35, 7 lutego 2021",6081821153,Firmy,Osobowe,Audi,Q5,,FY (2017-),2020,1 km,1 968 cm3,Diesel,204 KM,Automatyczna,4x4 (dołączany automatycznie),,SUV,5,5,Niebieski,,Tak,Tak,Polska,,,,,,Nowe,True,True,True,True,True,True,True,True,True,True,True,True,True,,,True,True,True,,True,True,,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,,,True,True,,True,,,,Tak,True,,,True,True,True,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
51,234900,"12:34, 7 lutego 2021",6080377856,Firmy,Osobowe,Audi,A6,45 TFSI Quattro Sport S tronic,C8 (2018-),2019,25 747 km,1 984 cm3,Benzyna,245 KM,Automatyczna,4x4 (stały),151 g/km,Kombi,5,5,Czarny,,Tak,Tak,Polska,30/08/2019,,Tak,Tak,Tak,Używane,True,True,True,True,True,True,True,True,True,True,True,True,True,,,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,,True,True,,True,True,True,True,True,True,True,,True,True,,,,,True,True,True,True,True,True,True,,True,,,True,,True,,True,,,,True,True,,,,,,27/08/2022,90 000 km,,,,,,,,,,,,,,
52,655530,"12:34, 7 lutego 2021",6081821058,Firmy,Osobowe,Audi,SQ7,TFSI Quattro Tiptronic,,2021,5 km,3 996 cm3,Benzyna,507 KM,Automatyczna,4x4 (stały),277 g/km,SUV,5,5,Czarny,Tak,Tak,Tak,,,,,,,Nowe,True,True,True,True,,True,True,,True,True,True,True,True,,,True,True,True,True,True,True,True,,,True,True,True,True,True,True,,True,True,True,True,True,True,True,,True,True,,True,,,,Tak,,True,True,True,True,True,True,,,,,True,,,True,,True,,,Tak,,True,True,,,,,,,True,,True,,,,,,,,,,,
53,127900,"12:34, 7 lutego 2021",6081709413,Firmy,Osobowe,Audi,A4,2.0 TFSI Quattro Sport S tronic,B9 (2015-),2018,3 000 km,1 984 cm3,Benzyna,252 KM,Automatyczna,4x4 (stały),136 g/km,Kombi,4,5,Czarny,Tak,,,,,,,Tak,,Używane,True,True,True,True,True,True,True,True,,True,True,True,True,Tak,,True,,True,True,True,True,True,True,True,True,True,True,,True,True,True,,True,,True,True,True,True,True,True,True,,True,True,,,,True,,True,True,True,True,True,,,,,True,True,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,
54,99000,"12:34, 7 lutego 2021",6081459661,Osoby prywatnej,Osobowe,Audi,A3,2.0 TFSI Cabrio quattro S tronic,8V (2012-),2016,44 000 km,1 984 cm3,Benzyna,300 KM,Automatyczna,4x4 (stały),139 g/km,Kabriolet,2,4,Czarny,,,,,,DW8JX08,Tak,,Tak,Używane,True,True,True,True,True,True,True,True,True,True,True,True,,,,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,,True,,Tak,,True,,,True,True,True,True,True,True,,,True,True,,True,,True,True,,,,,,,,,,,,,,,True,True,,,,,,,,,
55,244900,"12:34, 7 lutego 2021",6080375751,Firmy,Osobowe,Audi,Q7,3.0 TDI Quattro Tiptronic,II (2015-),2017,115 508 km,2 967 cm3,Diesel,272 KM,Automatyczna,4x4 (stały),149 g/km,SUV,5,5,Niebieski,Tak,Tak,Tak,Polska,25/04/2017,,Tak,Tak,Tak,Używane,True,True,True,True,,True,True,True,True,True,True,True,True,,,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,,,,,True,True,True,True,True,True,True,True,,,,True,True,,True,,True,,,Tak,True,True,True,,,,,27/04/2022,150 000 km,True,,True,,,,,,,,,,,
56,69000,"12:33, 7 lutego 2021",6082095436,Osoby prywatnej,Osobowe,Audi,A6,Avant 3.0 TDI DPF multitronic,C7 (2011-2018),2013,168 000 km,2 967 cm3,Diesel,204 KM,Automatyczna,Na przednie koła,136 g/km,Kombi,5,5,Czarny,,,,,28/02/2013,ZPY29YN,Tak,,,Używane,True,True,True,True,True,True,True,True,True,True,True,True,True,,,True,True,True,,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,,True,True,,True,True,,Tak,Tak,True,True,True,,True,True,True,True,,,,True,True,True,True,True,,,,,True,True,,Tak,,,,,,,,,,,,,,,,,,,
57,34800,"12:32, 7 lutego 2021",6080538622,Osoby prywatnej,Osobowe,Audi,A5,2.0 TFSI Sportback,8T (2007-2016),2010,214 600 km,1 984 cm3,Benzyna,180 KM,Manualna,Na przednie koła,152 g/km,Sedan,5,4,Inny kolor,,Tak,,Polska,08/10/2010,,,,Tak,Używane,True,True,,True,True,True,True,,True,True,,,True,,,True,,True,,True,True,True,,True,True,True,True,True,True,True,True,,True,,True,True,,,,,True,,True,True,True,,Tak,,,,,,True,,True,,,,,,,,,,True,,,,,,Tak,,,,,,,,,,,,,,,,,,,
58,13900,"12:32, 7 lutego 2021",6066953726,Firmy,Osobowe,Audi,A3,8P (2003-2012),,2004,277 000 km,1 896 cm3,Diesel,105 KM,Manualna,Na przednie koła,,Kompakt,3,5,Srebrny,Tak,Tak,,,,,,,Tak,Używane,True,True,,True,,True,True,,,True,True,True,,Tak,,True,,,,,,True,,True,True,True,True,,True,,True,,,,True,True,True,,,,,,True,,,,Tak,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,3900,"12:32, 7 lutego 2021",6082095402,Osoby prywatnej,Osobowe,Audi,A4,1.6,B5 (1995-2001),1998,230 000 km,1 595 cm3,Benzyna,101 KM,Manualna,Na przednie koła,,Sedan,4,5,Zielony,Tak,,,Niemcy,07/07/1998,,,,Tak,Używane,True,True,,True,,True,True,,,True,,True,,Tak,,True,,,,,,,,True,True,True,True,,,,,,,,,,,,,,,,True,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,
60,44999,"12:32, 7 lutego 2021",6081709277,Firmy,Osobowe,Audi,A5,,8T (2007-2016),2010,179 999 km,2 000 cm3,Benzyna,211 KM,Automatyczna,Na przednie koła,,Sedan,5,4,Czarny,,,,,,,,,,Używane,True,True,,,True,True,True,,,True,True,True,,Tak,,True,,,,True,True,,True,,True,True,True,True,True,,,,True,,True,,True,True,True,True,True,,True,True,,,Tak,True,,,,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,30000,"12:31, 7 lutego 2021",6081103529,Osoby prywatnej,Osobowe,Audi,A3,2.0 TDI Sportback DPF,8P (2003-2012),2010,239 000 km,1 968 cm3,Diesel,140 KM,Manualna,Na przednie koła,,Kompakt,5,5,Srebrny,,,,Niemcy,,,Tak,,,Używane,True,True,True,,True,,True,True,True,,True,True,True,,,True,True,True,,True,True,,True,True,True,True,True,True,,,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,Tak,,True,,True,,,True,,,True,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,104900,"12:31, 7 lutego 2021",6081459572,Firmy,Osobowe,Audi,A1,,,2018,23 029 km,999 cm3,Benzyna,116 KM,Automatyczna,Na przednie koła,,Auta miejskie,5,4,Czerwony,,Tak,Tak,Polska,19/12/2018,CT8703S,Tak,Tak,Tak,Używane,,True,True,True,True,True,True,,,True,,,True,,,,,,,,True,True,True,,True,True,True,,,True,,,,,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,True,Tak,,,,Tak,,,,,,,,,,,,,,,,,,,
63,245450,"12:30, 7 lutego 2021",6081820739,Firmy,Osobowe,Audi,S3,TFSI Quattro S tronic,8V (2012-),2021,10 km,1 984 cm3,Benzyna,310 KM,Automatyczna,4x4 (stały),169 g/km,Kompakt,5,5,Czerwony,Tak,Tak,Tak,,,,,,,Nowe,True,True,True,True,,True,True,True,True,True,True,,True,,,True,True,True,True,True,True,,,,,True,True,True,True,True,True,True,True,,True,True,,True,,True,True,,,,True,,Tak,,,,,,True,True,,,,,,,,,,True,,,Tak,True,,,,,,,,,,,,,,,,,,,,,,
64,3900,"12:32, 7 lutego 2021",6082095402,Osoby prywatnej,Osobowe,Audi,A4,1.6,B5 (1995-2001),1998,230 000 km,1 595 cm3,Benzyna,101 KM,Manualna,Na przednie koła,,Sedan,4,5,Zielony,Tak,,,Niemcy,07/07/1998,,,,Tak,Używane,True,True,,True,,True,True,,,True,,True,,Tak,,True,,,,,,,,True,True,True,True,,,,,,,,,,,,,,,,True,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,
65,44999,"12:32, 7 lutego 2021",6081709277,Firmy,Osobowe,Audi,A5,,8T (2007-2016),2010,179 999 km,2 000 cm3,Benzyna,211 KM,Automatyczna,Na przednie koła,,Sedan,5,4,Czarny,,,,,,,,,,Używane,True,True,,,True,True,True,,,True,True,True,,Tak,,True,,,,True,True,,True,,True,True,True,True,True,,,,True,,True,,True,True,True,True,True,,True,True,,,Tak,True,,,,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,30000,"12:31, 7 lutego 2021",6081103529,Osoby prywatnej,Osobowe,Audi,A3,2.0 TDI Sportback DPF,8P (2003-2012),2010,239 000 km,1 968 cm3,Diesel,140 KM,Manualna,Na przednie koła,,Kompakt,5,5,Srebrny,,,,Niemcy,,,Tak,,,Używane,True,True,True,,True,,True,True,True,,True,True,True,,,True,True,True,,True,True,,True,True,True,True,True,True,,,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,Tak,,True,,True,,,True,,,True,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,104900,"12:31, 7 lutego 2021",6081459572,Firmy,Osobowe,Audi,A1,,,2018,23 029 km,999 cm3,Benzyna,116 KM,Automatyczna,Na przednie koła,,Auta miejskie,5,4,Czerwony,,Tak,Tak,Polska,19/12/2018,CT8703S,Tak,Tak,Tak,Używane,,True,True,True,True,True,True,,,True,,,True,,,,,,,,True,True,True,,True,True,True,,,True,,,,,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,True,Tak,,,,Tak,,,,,,,,,,,,,,,,,,,
68,245450,"12:30, 7 lutego 2021",6081820739,Firmy,Osobowe,Audi,S3,TFSI Quattro S tronic,8V (2012-),2021,10 km,1 984 cm3,Benzyna,310 KM,Automatyczna,4x4 (stały),169 g/km,Kompakt,5,5,Czerwony,Tak,Tak,Tak,,,,,,,Nowe,True,True,True,True,,True,True,True,True,True,True,,True,,,True,True,True,True,True,True,,,,,True,True,True,True,True,True,True,True,,True,True,,True,,True,True,,,,True,,Tak,,,,,,True,True,,,,,,,,,,True,,,Tak,True,,,,,,,,,,,,,,,,,,,,,,
69,139777,"12:29, 7 lutego 2021",6076242025,Firmy,Osobowe,Audi,Q5,2.0 TFSI Quattro Sport S tronic,FY (2017-),2017,160 000 km,1 984 cm3,Benzyna,252 KM,Automatyczna,4x4 (stały),,SUV,5,5,Czarny,Tak,Tak,Tak,Polska,,,Tak,Tak,Tak,Używane,True,True,True,,,True,True,True,True,True,True,True,True,,12 miesięcy,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,True,,,,Tak,True,True,True,,True,True,True,True,,,,True,True,,True,,True,,,Tak,,True,,,,,,,,True,,,,,,,,,,,,,
70,39900,"12:29, 7 lutego 2021",6080982841,Osoby prywatnej,Osobowe,Audi,A4,2.0 TFSI Quattro,B8 (2007-2015),2011,265 000 km,1 984 cm3,Benzyna,211 KM,Automatyczna,4x4 (dołączany automatycznie),,Kombi,5,,Czarny,,,,,,,Tak,Tak,,Używane,True,True,,True,True,True,True,True,True,True,,True,,,,True,,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,,True,True,True,True,True,,True,True,True,True,,,Tak,,,True,True,,,True,True,True,,True,True,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,19000,"12:27, 7 lutego 2021",6081618079,Osoby prywatnej,Osobowe,Audi,A3,8P (2003-2012),8P (2003-2012),2007,207 382 km,1 968 cm3,Diesel,140 KM,Manualna,Na przednie koła,,Auta miejskie,2,5,Czarny,,,,Niemcy,,,,,Tak,Używane,,True,,,,True,True,,,,,,,,,True,,,,,True,,,True,True,True,True,,True,,True,,True,,,True,,,True,True,True,,,,True,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,215116,"12:27, 7 lutego 2021",6081820466,Firmy,Osobowe,Audi,A6,35 TDI S tronic,C8 (2018-),2021,10 km,1 968 cm3,Diesel,163 KM,Automatyczna,Na przednie koła,121 g/km,Sedan,5,5,Bordowy,Tak,Tak,Tak,,,,,,,Nowe,True,True,True,True,True,True,True,True,True,True,True,True,True,,,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,,,,Tak,,,True,True,True,True,,,,,,,True,,,,,,,Tak,True,,,,,,,,,,,,,,,,,,,,,,
73,213695,"12:27, 7 lutego 2021",6081820455,Firmy,Osobowe,Audi,Q5,40 TDI Quattro Advanced S tronic,FY (2017-),2021,1 km,1 968 cm3,Diesel,204 KM,Automatyczna,4x4 (stały),139 g/km,SUV,5,5,Czarny,Tak,Tak,Tak,Polska,,,,,,Nowe,True,True,True,True,True,True,True,True,True,True,True,True,True,,,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,Tak,,,True,True,True,True,,True,,,,,,True,,,True,,,,True,,,,,,,,,True,,,,,,,,,,,,,
74,42900,"12:26, 7 lutego 2021",6081098255,Osoby prywatnej,Osobowe,Audi,A4,Avant 2.0 TDI DPF multitronic,B8 (2007-2015),2013,249 000 km,1 968 cm3,Diesel,150 KM,Automatyczna,Na przednie koła,129 g/km,Kombi,5,5,Srebrny,Tak,,,Niemcy,,PMI10637,Tak,,Tak,Używane,True,True,True,True,True,True,True,True,True,True,True,True,True,,,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,True,,,,,,,True,,True,,True,True,,,True,True,True,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
75,59800,"12:24, 7 lutego 2021",6080693745,Firmy,Osobowe,Audi,Q5,2.0 TDI Quattro S tronic,8R (2008-2016),2011,208 000 km,1 968 cm3,Diesel,170 KM,Automatyczna,4x4 (dołączany automatycznie),184 g/km,SUV,5,5,Inny kolor,,,,Niemcy,20/05/2011,RBR22541,Tak,Tak,Tak,Używane,True,True,True,True,True,True,True,True,True,True,,True,True,Tak,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,True,True,True,True,True,True,,True,True,True,,True,True,True,,Tak,,,True,,,,,True,,,,,True,,,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,
